Close/Last,Change(%)
0.00029986199609707744,0.42106668957947263
0.0003086220094662053,0.391344891235944
0.00024325883278886488,0.3481202750640587
0.0002479757630645496,0.389027024690389
0.00033759743830255205,0.43938517340989147
0.0003059266207372435,0.3679122783365796
0.0003261420362044619,0.39801940034570493
0.00028032042781209925,0.3596443485248066
0.000268191178531768,0.37909717795008735
0.00019137259975633746,0.34092354442965433
0.000189351058209615,0.38500636296838076
8.355705059783771e-05,0.3223948537712543
7.344934286422806e-05,0.3799317974114542
3.504005347651235e-05,0.3622365863552346
0.00016913564274239614,0.4709626424381047
0.00018261258638720872,0.3944050511850572
0.00021630494549923973,0.40659372329715254
0.0002769511919008959,0.4225293464718901
0.00025471423488695544,0.3731444721315589
0.0002412372912421433,0.3782468566338419
0.00024528037433558733,0.38862818390507525
0.00023988959687766195,0.3830252626394921
0.00020821877931235253,0.36739566496537945
0.00015431100473310266,0.3538790618939427
0.00016711410119567456,0.3940301677685185
0.00011051093788746243,0.3518500277041373
9.433860551368977e-06,0.32379876340564784
0.0,0.3802166985437796
0.000121966339985553,0.4641357070307594
0.00013544328363036557,0.39452037452214717
9.366475833144693e-05,0.3606138667121583
8.760013369128131e-05,0.3824607166470541
0.00010175092451833413,0.3950255213647615
7.816627313991234e-05,0.371620761439591
0.0001388125195415685,0.4240481879090317
0.0001489202272751777,0.3924154450515031
0.0001960895300320213,0.4150259525735435
0.00025471423488695544,0.4215266641572894
0.00026549578980280576,0.3926081116321421
0.0002493234574290305,0.376680745782347
8.355705059783771e-05,0.28793776435990076
2.9649276018587842e-05,0.35265981578520067
0.00010848939634074042,0.436128313090846
1.1455402098090994e-05,0.32625946849742876
8.15355090511157e-05,0.4308330003091406
0.0001644187124667123,0.4378638761512489
0.0001725048786535995,0.39113999606548966
0.00022708650041509005,0.4193203308745148
0.00021293570958803723,0.37778086134537936
0.00020956647367683344,0.38420646457676366
0.0003059266207372435,0.4440215924391071
0.0002816681221765806,0.37207244917752813
0.0005330131211523327,0.5338797261305064
0.000534360815516814,0.386964074017563
0.0005458162176149046,0.3925023900430384
